trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9900498337491681}",20,0,-84.36931606937357,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
2,False,"{'a': 0.5, 'e': 0.9801986733067553}",20,0,-114.05203908889834,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
3,False,"{'a': 0.5, 'e': 0.9704455335485082}",20,0,-101.56662538515789,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
4,False,"{'a': 0.5, 'e': 0.9607894391523232}",20,0,-117.63450606883934,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
5,False,"{'a': 0.5, 'e': 0.951229424500714}",20,0,-84.04441824932765,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.9417645335842487}",35,0,-112.48249687037986,"{0: 27, 1: 3, 2: 2, 3: 1, 4: 2}",0
7,False,"{'a': 0.5, 'e': 0.9323938199059483}",25,0,-32.49972690598119,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
8,False,"{'a': 0.5, 'e': 0.9231163463866358}",30,0,-193.86906468606082,"{0: 18, 1: 1, 2: 7, 3: 1, 4: 3}",0
9,False,"{'a': 0.5, 'e': 0.9139311852712282}",20,0,-71.90571721952058,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.9048374180359595}",30,0,-28.86379439853874,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",1
11,False,"{'a': 0.5, 'e': 0.8958341352965282}",20,0,-77.8889731956012,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 0}",0
12,False,"{'a': 0.5, 'e': 0.8869204367171575}",20,0,-68.19535718366515,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
13,False,"{'a': 0.5, 'e': 0.8780954309205613}",30,0,-97.014599815801,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
14,False,"{'a': 0.5, 'e': 0.8693582353988059}",20,0,-134.3439164311743,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
15,False,"{'a': 0.5, 'e': 0.8607079764250578}",25,0,-195.9728757991848,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 4}",0
16,False,"{'a': 0.5, 'e': 0.8521437889662113}",20,0,-91.91562128863575,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.8436648165963837}",20,0,-69.30419888693287,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.835270211411272}",20,0,-120.1967420415357,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
19,False,"{'a': 0.5, 'e': 0.8269591339433623}",30,0,-156.53832028664206,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
20,False,"{'a': 0.5, 'e': 0.8187307530779818}",20,0,-59.27502689945462,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
21,False,"{'a': 0.5, 'e': 0.8105842459701871}",25,0,-132.8419246396507,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
22,False,"{'a': 0.5, 'e': 0.8025187979624785}",30,0,-48.84501733528337,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.794533602503334}",35,0,-96.32328121879975,"{0: 23, 1: 3, 2: 7, 3: 2, 4: 0}",0
24,False,"{'a': 0.5, 'e': 0.7866278610665535}",20,0,-60.79690696134164,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
25,False,"{'a': 0.5, 'e': 0.7788007830714049}",20,0,-37.96631464520219,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
26,False,"{'a': 0.5, 'e': 0.7710515858035663}",30,0,-103.08712587760958,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
27,False,"{'a': 0.5, 'e': 0.7633794943368531}",20,8,-87.65553949555319,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
28,False,"{'a': 0.5, 'e': 0.7557837414557255}",20,0,-83.12057449212168,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
29,False,"{'a': 0.5, 'e': 0.7482635675785653}",20,0,-50.405352664878166,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
30,False,"{'a': 0.5, 'e': 0.7408182206817179}",25,0,-133.42970630606294,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
31,False,"{'a': 0.5, 'e': 0.7334469562242892}",35,11,-103.57089678613937,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 2}",1
32,False,"{'a': 0.5, 'e': 0.7261490370736909}",30,13,-32.99265179729112,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
33,False,"{'a': 0.5, 'e': 0.7189237334319262}",20,16,7.842623495887113,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 0.5, 'e': 0.7117703227626097}",35,11,-104.76887730472853,"{0: 17, 1: 1, 2: 2, 3: 3, 4: 1}",1
35,False,"{'a': 0.5, 'e': 0.7046880897187134}",20,0,-102.91574624769842,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
36,False,"{'a': 0.5, 'e': 0.697676326071031}",20,12,-5.884695905171924,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
37,False,"{'a': 0.5, 'e': 0.6907343306373547}",20,6,-47.6764944268602,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 1}",1
38,False,"{'a': 0.5, 'e': 0.6838614092123558}",20,0,-26.630875003100616,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
39,False,"{'a': 0.5, 'e': 0.6770568744981647}",30,0,-24.41258320550351,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
40,False,"{'a': 0.5, 'e': 0.6703200460356393}",25,0,-115.91014172258298,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
41,False,"{'a': 0.5, 'e': 0.6636502501363194}",20,0,-37.10458224685975,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
42,False,"{'a': 0.5, 'e': 0.6570468198150567}",25,11,-31.763311302778543,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
43,False,"{'a': 0.5, 'e': 0.6505090947233165}",25,7,-119.40148140392189,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 3}",1
44,False,"{'a': 0.5, 'e': 0.6440364210831414}",25,2,-87.52710211798616,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 1}",1
45,False,"{'a': 0.5, 'e': 0.6376281516217733}",20,5,-46.37498099924083,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 1}",1
46,False,"{'a': 0.5, 'e': 0.631283645506926}",20,0,-122.16303891241303,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
47,False,"{'a': 0.5, 'e': 0.6250022682827008}",20,0,-60.93438503595366,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
48,False,"{'a': 0.5, 'e': 0.6187833918061408}",30,5,-140.81397452022668,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",1
49,False,"{'a': 0.5, 'e': 0.6126263941844161}",20,6,-23.947245099223565,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
50,False,"{'a': 0.5, 'e': 0.6065306597126334}",20,0,-15.805563869357819,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
51,False,"{'a': 0.5, 'e': 0.6004955788122659}",30,0,-57.61497661087927,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.5945205479701944}",25,0,-8.334929148422548,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
53,False,"{'a': 0.5, 'e': 0.5886049696783552}",25,0,-95.19550491948455,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.5827482523739896}",25,12,-41.80637090607586,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
55,False,"{'a': 0.5, 'e': 0.5769498103804866}",20,3,-2.842194823785598,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.5712090638488149}",20,0,-16.974344707476117,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
57,False,"{'a': 0.5, 'e': 0.5655254386995371}",35,0,-34.63396788268729,"{0: 27, 1: 2, 2: 6, 3: 0, 4: 0}",0
58,False,"{'a': 0.5, 'e': 0.559898366565402}",25,0,-105.55032792604344,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
59,False,"{'a': 0.5, 'e': 0.5543272847345071}",20,8,-4.1073174821434915,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.5488116360940265}",30,0,-54.639028025108075,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
61,False,"{'a': 0.5, 'e': 0.5433508690744998}",25,0,-87.52116683762526,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
62,False,"{'a': 0.5, 'e': 0.5379444375946745}",30,13,-3.8717923708981887,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
63,False,"{'a': 0.5, 'e': 0.5325918010068972}",30,13,-58.15716399565565,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
64,False,"{'a': 0.5, 'e': 0.5272924240430485}",25,0,-66.29515735958442,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
65,False,"{'a': 0.5, 'e': 0.522045776761016}",35,0,10.65423118743452,"{0: 32, 1: 0, 2: 3, 3: 0, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.5168513344916992}",25,2,-65.22309134984434,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 1}",1
67,False,"{'a': 0.5, 'e': 0.5117085777865424}",20,0,-61.522243682760696,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
68,False,"{'a': 0.5, 'e': 0.5066169923655895}",35,0,-36.50983743931841,"{0: 27, 1: 3, 2: 5, 3: 0, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.5015760690660555}",20,1,-76.50932303310412,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 1}",1
70,False,"{'a': 0.5, 'e': 0.49658530379140947}",30,0,-20.33095350925781,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.4916441974609651}",25,7,-2.7719727301615054,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.4867522559599717}",35,2,-17.58296489769067,"{0: 26, 1: 2, 2: 5, 3: 0, 4: 0}",1
73,False,"{'a': 0.5, 'e': 0.48190899009020244}",20,3,-49.63475095049528,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
74,False,"{'a': 0.5, 'e': 0.4771139155210344}",25,0,-63.13037425813473,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
75,False,"{'a': 0.5, 'e': 0.4723665527410147}",20,0,-16.753878210297756,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.46766642700990924}",20,0,-9.900840716311686,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
77,False,"{'a': 0.5, 'e': 0.46301306831122807}",25,13,21.978291985767534,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.4584060113052235}",30,14,4.737932026499159,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.45384479528235583}",20,9,-44.98035600793323,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
80,False,"{'a': 0.5, 'e': 0.44932896411722156}",25,5,-68.17659628600536,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",1
81,False,"{'a': 0.5, 'e': 0.4448580662229411}",30,16,-24.81951043455489,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.44043165450599925}",35,6,-66.96271800930906,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 1}",1
83,False,"{'a': 0.5, 'e': 0.43604928632153556}",25,3,-16.77229517372116,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.43171052342907973}",25,0,-42.6195857023549,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.4274149319487267}",30,12,-36.31783377030341,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
86,False,"{'a': 0.5, 'e': 0.4231620823177488}",20,0,15.180836233568916,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
87,False,"{'a': 0.5, 'e': 0.418951549247639}",20,4,-40.85580632868782,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
88,False,"{'a': 0.5, 'e': 0.4147829116815814}",25,15,-0.3007478634887568,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.4106557527523455}",25,7,-44.21501370706485,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
90,False,"{'a': 0.5, 'e': 0.4065696597405991}",20,0,-66.88501438797516,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
91,False,"{'a': 0.5, 'e': 0.40252422403363597}",30,13,13.078665775324152,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.39851904108451414}",30,15,-0.2428731847997354,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.3945537103716011}",25,0,15.643160859445828,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.3906278353585211}",25,0,-71.83322596999707,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
95,False,"{'a': 0.5, 'e': 0.3867410234545012}",20,0,-72.04700534994133,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
96,False,"{'a': 0.5, 'e': 0.38289288597511206}",20,0,-78.0650604384133,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
97,False,"{'a': 0.5, 'e': 0.37908303810339883}",25,18,2.4131438294982637,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.37531109885139957}",30,7,37.914958470382835,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.3715766910220457}",20,10,-25.634132642485127,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.36787944117144233}",30,7,-61.20725891408738,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 2}",1
101,False,"{'a': 0.5, 'e': 0.3642189795715233}",20,4,-56.08117902493779,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 1}",1
102,False,"{'a': 0.5, 'e': 0.3605949401730783}",20,0,-8.569175048080197,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.3570069605691474}",25,0,-100.62733650149833,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
104,False,"{'a': 0.5, 'e': 0.35345468195878016}",30,8,-43.51596680272876,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.3499377491111553}",25,3,-55.87255728610099,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 1}",1
106,False,"{'a': 0.5, 'e': 0.3464558103300574}",20,0,-3.335086326921304,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
107,False,"{'a': 0.5, 'e': 0.34300851741870664}",20,4,-6.16019370933228,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.3395955256449391}",20,0,15.906699020381552,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.3362164937067333}",20,0,13.774078338088108,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
110,False,"{'a': 0.5, 'e': 0.33287108369807955}",20,2,-101.09576929946685,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 3}",1
111,False,"{'a': 0.5, 'e': 0.32955896107518906}",25,0,-94.82981923874263,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
112,False,"{'a': 0.5, 'e': 0.32627979462303947}",25,8,18.5660986518925,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.3230332564222529}",30,0,21.666533961324856,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.31981902181630384}",25,0,-11.682285257915714,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.31663676937905316}",20,3,-61.44514736594162,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
116,False,"{'a': 0.5, 'e': 0.3134861808826053}",20,6,-67.21807200102737,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
117,False,"{'a': 0.5, 'e': 0.31036694126548503}",20,0,-28.107851975226964,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
118,False,"{'a': 0.5, 'e': 0.30727873860113125}",20,6,-25.394788519573286,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
119,False,"{'a': 0.5, 'e': 0.3042212640667041}",20,8,8.109587312788392,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.30119421191220214}",35,15,26.291747645821584,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.2981972794298874}",25,0,-80.72818701691637,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
122,False,"{'a': 0.5, 'e': 0.2952301669240142}",25,0,-43.44251855072954,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
123,False,"{'a': 0.5, 'e': 0.2922925776808594}",20,12,-7.586825320493082,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.2893842179390506}",25,4,22.15590677628617,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.2865047968601901}",25,19,9.799993006761945,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.2836540264997704}",20,3,2.911377190255168,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.2808316217783798}",20,12,-9.22294527683762,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.27803730045319414}",30,0,-73.30132473225841,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
129,False,"{'a': 0.5, 'e': 0.27527078308975234}",25,0,-34.11385632461631,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
130,False,"{'a': 0.5, 'e': 0.2725317930340126}",35,27,16.54926988543417,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.2698200563846868}",20,6,11.39943246143548,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.26713530196585034}",20,11,6.669273219799141,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.26447726129982396}",20,7,14.87127990685502,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.261845668580326}",20,2,-46.54911873129864,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
135,False,"{'a': 0.5, 'e': 0.2592402606458915}",35,18,30.941148312673914,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.2566607769535559}",25,0,-5.482709749386554,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.25410695955280027}",20,8,1.22038920688534,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.25157855305975646}",20,9,16.605569129213684,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.24907530463166816}",25,13,10.323712669663902,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24659696394160643}",25,14,16.638481802822163,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.2441432831534371}",25,8,0.5097590453644694,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.24171401689703645}",25,9,30.41572063965286,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.23930892224375455}",20,14,-1.5474256018113857,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.23692775868212176}",20,11,-23.217521795386,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
145,False,"{'a': 0.5, 'e': 0.23457028809379765}",30,14,27.736122991549443,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23223627472975883}",20,16,8.79963634092081,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.22992548518672384}",30,9,36.80842314207455,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.22763768838381274}",20,11,-35.88206354858652,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
149,False,"{'a': 0.5, 'e': 0.22537265553943872}",20,10,8.206760897707788,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.22313016014842982}",25,20,7.729466249649472,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.2209099779593782}",20,12,17.062361353998313,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.21871188695221475}",30,17,28.583245133491417,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.21653566731600707}",20,3,17.999772094040935,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.21438110142697794}",30,12,21.971504831692943,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.21224797382674304}",20,16,7.097166905944712,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.21013607120076472}",25,9,-34.9365215250777,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
